StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,user_id,Q1796,Q1762,MFSQ1,MFSQ2,MFSQ3,MFSQ4,MFSQ5,MFSQ6,MFSQ7,MFSQ8,MFSQ9,MFSQ10,MFSQ11,MFSQ12,MFSQ13,MFSQ14,MFSQ15,MFSQ16,attention_check.1,MFSQ17,MFSQ18,MFSQ19,MFSQ20,MFSQ21,MFSQ22,MFSQ23,MFSQ24,MFSQ25,MFSQ26,MFSQ27,MFSQ28,MFSQ29,MFSQ30,MFSQ31,MFSQ32,attention_check.2,BIG5_1,BIG5_2,BIG5_3,BIG5_4,BIG5_5,BIG5_6,BIG5_7,BIG5_8,BIG5_9,BIG5_10,BIG5_11,BIG5_12,BIG5_13,BIG5_14,BIG5_15,BIG5_16,BIG5_17,BIG5_18,BIG5_19,BIG5_20,BIG5_21,BIG5_22,BIG5_23,BIG5_24,BIG5_25,BIG5_26,BIG5_27,BIG5_28,BIG5_29,BIG5_30,BIG5_31,BIG5_32,BIG5_33,BIG5_34,BIG5_35,BIG5_36,BIG5_37,BIG5_38,BIG5_39,BIG5_40,BIG5_41,BIG5_42,BIG5_43,BIG5_44,BIG5_45,BIG5_46,BIG5_47,BIG5_48,BIG5_49,BIG5_50,BIG5_51,BIG5_52,BIG5_53,BIG5_54,BIG5_55,BIG5_56,BIG5_57,BIG5_58,BIG5_59,BIG5_60,sex,age,race_ethnicity,education,ReligionRaised,ReligionNow,Religiosity,Spirituality,AttendChurch,ReligiousActivity,meditation,RelationshipStatus,Income,Major,YearOfEducation,EmploymentStatus,Political_Party,HumanMind,Optimize,republican,democrat,independent,conservative,liberal,POWER,SELF-DIRECTION,ACHIEVEMENT,HEDONISM,STIMULATION,UNIVERSALISM,attention_check.3,BENEVOLENCE,TRADITION,CONFORMITY,SECURITY,MC_Lying,MC_Assassin,MC_Torture,MC_Murder,MC_Stealing,MC_Steril,FS1,EC1,PT1,EC2,FS2,PD1,FS3,PT2,EC3,PD2,PT3,FS4,PD3,EC4,PT4,FS5,PD4,EC5,PD5,EC6,PT5,EC7,FS6,attention_check.4,PD6,PT6,FS7,PD7,PT7,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,SNS8,Berlin1,Berlin2,Berlin3,Berlin4,GRiPS_1,GRiPS_2,GRiPS_3,GRiPS_4,GRiPS_5,GRiPS_6,GRiPS_7,GRiPS_8,Q1797,Q1802_1,Q1802_2,Q1802_3,Q1802_4,Q1802_5,Q1802_6,Q1802_7,SC0,completion code,batch
4/9/20 10:45,4/9/20 10:57,0,173.187.7.228,100,721,1,4/9/20 10:57,R_1IsIhRVeGk3hIaN,,,,,34.980896,-80.06960297,anonymous,EN,PiGCo5DO,It had to be a situation where there was a high chance for a cure and a very low chance that situation would worsen.  It was all about risk versus reward.,1,5,3,2,2,5,0,5,4,4,2,4,5,4,5,3,5,1,4,3,2,3,4,5,5,3,3,3,4,0,1,2,0,3,1,4,4,2,3,2,4,4,1,4,4,2,5,4,4,4,2,2,4,5,5,4,4,1,3,2,1,1,2,3,1,2,4,4,4,5,2,4,4,4,5,4,5,4,3,2,4,3,2,2,1,1,3,5,4,2,4,1,2,4,4,1,45,2,2,1,1,2,3,2,4,4,2,34500,Business,13,Senior POS Technician (IT / Technical Support),3,1,0,5,1,7,5,1,5,8,8,2,3,5,1,5,3,2,5,1,0,1,0,0,0,4,3,3,3,3,1,3,3,4,1,3,3,3,4,2,3,2,3,1,3,3,3,3,1,1,3,3,1,3,5,5,5,6,4,4,4,4,20,30,22,50,,,,,,,,,"There was an issue with the questions about preferring words versus numbers.  For a couple of those questions, the options were ""helpful"" versus ""not helpful"" so I could not answer those with certainty based on the scale provided.  Feel free to reach out if you want clarification or need any further data.  I understood everything else and the HIT was well-designed overall.  Thanks for the HIT!  I did my best and hope the data is useful!",7,1,1,7,1,7,7,570,R_1IsIhRVeGk3hIaN,2
4/9/20 10:58,4/9/20 11:05,0,199.115.98.146,100,400,1,4/9/20 11:05,R_12yUR8AGNxMHUgP,,,,,39.75010681,-104.995697,anonymous,EN,1fV9eonR,i followed my mind,1,3,4,3,3,3,2,1,2,2,3,1,2,3,3,3,2,1,3,3,2,3,4,3,2,3,4,3,4,4,4,3,4,4,1,4,3,2,3,4,3,3,2,2,2,4,3,2,2,3,3,2,3,2,3,4,4,3,2,3,3,3,3,2,4,3,2,3,2,3,3,3,4,3,3,2,4,3,3,2,4,3,3,2,3,3,4,3,2,3,3,4,3,3,4,1,25,2,3,1,1,3,3,5,5,5,1,67000,computer science,16,customer care agent,1,0,0,3,6,5,4,3,6,6,5,5,6,5,1,5,6,5,5,0,0,0,0,0,0,2,3,2,2,3,3,1,2,3,3,3,1,0,1,1,2,2,1,1,2,3,3,2,1,2,2,1,2,3,5,4,3,4,4,4,4,4,5,25,5,5,,,,,,,,,,5,1,1,7,1,6,7,503,R_12yUR8AGNxMHUgP,2
4/9/20 11:01,4/9/20 11:11,0,174.56.194.19,100,598,1,4/9/20 11:11,R_u4Z2FvvykkVjMpH,,,,,33.52560425,-81.93689728,anonymous,EN,S1Darscu,very excellent,1,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,5,1,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,39,1,4,1,1,4,4,6,6,5,3,49000,Master degree,16,Finance,2,0,0,7,5,7,7,7,8,7,6,8,7,8,1,7,6,8,7,0,0,0,0,0,0,4,3,0,1,4,3,0,3,4,3,4,1,0,1,0,3,4,1,0,3,3,4,3,1,4,3,4,3,4,6,5,6,5,6,5,3,5,500,10,7,6,,,,,,,,,very excellent,7,1,5,6,2,6,7,607,R_u4Z2FvvykkVjMpH,2
4/9/20 10:58,4/9/20 11:12,0,73.236.40.189,100,818,1,4/9/20 11:12,R_2dF1O0ayHs0Hkty,,,,,40.99580383,-80.32640076,anonymous,EN,9fV7rZQL,tried to maximize benefits without taking undo risks,1,4,4,3,3,4,1,4,5,4,3,4,5,5,4,5,4,1,4,5,4,2,5,5,3,4,3,1,2,5,1,4,3,4,1,4,4,1,5,2,2,5,1,5,5,2,1,5,1,4,2,1,4,1,5,3,1,1,4,1,2,4,1,5,2,2,4,4,1,5,2,1,5,1,4,4,1,5,4,2,4,1,1,4,1,2,5,5,1,2,5,5,1,1,4,1,60,2,2,1,1,1,2,1,5,3,3,48000,Humanities,15,food-manager,1,1,1,1,6,4,1,6,1,6,6,2,1,8,1,8,7,6,7,0,0,1,0,0,0,1,3,4,4,3,0,4,4,4,2,4,4,1,3,4,3,2,4,0,3,4,3,4,1,0,4,4,0,4,5,5,5,5,6,6,1,6,25,30,23,50,,,,,,,,,no,7,1,1,7,1,7,7,600,R_2dF1O0ayHs0Hkty,2
4/9/20 11:00,4/9/20 11:14,0,69.181.223.187,100,857,1,4/9/20 11:14,R_YSbbyi71of8XVu1,,,,,37.77999878,-122.4649963,anonymous,EN,DVH0CHWa,"I looked to see if there was a greater cure vs worsening, and if there wasn't I opted for neutral",1,3,5,2,4,3,0,3,5,2,3,3,3,5,1,4,0,1,2,5,4,3,3,5,2,5,3,4,2,1,0,1,4,0,1,4,3,1,4,2,4,5,1,4,5,4,4,5,2,4,4,2,5,4,4,4,4,1,4,1,2,5,2,5,2,3,4,5,5,4,1,2,4,2,4,4,4,5,4,2,4,2,1,2,2,1,4,5,2,1,4,2,2,2,4,1,41,2,3,1,8,1,1,1,1,4,2,115000,finance,16,"Finance, planning and analysis - Business analyst",2,0,1,6,1,4,6,2,3,8,7,4,5,1,1,6,4,2,6,0,0,0,0,0,0,1,1,4,1,1,0,1,3,3,1,3,0,1,3,0,1,3,2,0,1,3,1,1,1,0,3,1,0,3,6,6,6,6,5,6,2,6,25,30,20,80,,,,,,,,,I think everything went smoothly,6,1,2,6,1,6,6,526,R_YSbbyi71of8XVu1,2
4/9/20 10:54,4/9/20 11:14,0,47.31.113.251,100,1205,1,4/9/20 11:14,R_31RbTBEFaw674j2,,,,,28.65040588,77.23721313,anonymous,EN,JDklvCJX,"If the risk was quite less and chances of recovery were good, I would select it. Otherwise not.",1,4,3,0,0,1,0,2,4,1,0,1,3,3,1,2,0,1,3,3,3,0,2,4,2,3,1,3,1,2,4,3,3,3,1,1,3,4,2,2,1,2,4,3,4,3,1,2,3,4,4,2,3,4,5,1,1,3,1,1,4,4,4,3,2,4,4,3,4,5,5,3,3,4,5,2,4,2,3,2,2,4,4,3,1,4,3,3,4,1,2,3,4,2,4,1,27,4,3,6,6,2,3,1,2,3,1,3000,electronics,16,"self employed, freelancing",3,1,0,3,2,5,3,5,1,7,4,2,6,6,1,5,3,1,3,0,1,0,1,1,1,3,3,2,2,1,3,3,2,3,2,3,3,2,3,1,2,3,3,4,2,3,2,3,1,2,2,3,2,3,4,4,4,5,4,5,4,4,25,30,20,80,,,,,,,,,,7,1,1,7,1,7,7,484,R_31RbTBEFaw674j2,2
4/9/20 10:55,4/9/20 11:15,0,157.50.75.215,100,1225,1,4/9/20 11:15,R_3lWEVGOaMhdJHQm,,,,,13.08599854,80.27508545,anonymous,EN,ob8sgPnT,good,1,4,4,5,4,4,3,4,4,4,3,4,4,4,3,4,4,1,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,1,4,5,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3,3,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,2,33,4,3,6,6,2,2,1,3,4,3,2000,physics,15,manager,3,0,1,6,6,6,6,6,7,7,7,6,6,6,1,6,7,6,7,2,2,1,0,0,1,3,3,2,1,3,3,2,3,2,3,3,2,1,1,1,2,3,2,1,2,3,2,2,1,3,2,2,3,3,5,5,5,5,5,5,3,5,90,25,6,75,,,,,,,,,good experience,6,5,6,5,6,6,5,596,R_3lWEVGOaMhdJHQm,2
4/9/20 11:02,4/9/20 11:16,0,104.162.255.40,100,842,1,4/9/20 11:16,R_3oBWK5dpgRRe7Ke,,,,,40.6914978,-73.853302,anonymous,EN,yCZDIVJF,"The option that was equaled in options like equally shared between outcomes and also avoided a large portion defined by ""cure""",1,3,3,2,4,3,0,3,2,4,1,3,2,5,4,4,0,1,3,3,3,4,4,5,5,4,4,0,3,2,0,2,3,3,1,2,4,1,5,1,2,5,1,4,5,1,2,5,1,4,5,2,5,4,5,2,1,1,5,1,1,4,1,5,1,5,4,5,2,5,2,1,5,2,5,4,4,5,5,1,2,2,1,4,1,4,5,5,1,1,4,4,1,1,5,2,33,3,3,1,11,1,2,1,1,1,1,55000,IT,16,Web developer,2,0,0,5,2,6,5,2,1,8,8,4,4,1,1,6,4,5,4,1,2,2,2,0,1,2,2,3,1,1,1,1,3,1,0,2,3,1,1,2,2,0,1,1,2,2,2,3,1,0,2,2,0,2,4,5,6,6,4,4,1,5,30,25,10,20,,,,,,,,,Everything worked great no issues,7,1,1,7,1,7,7,530,R_3oBWK5dpgRRe7Ke,2
4/9/20 11:00,4/9/20 11:20,0,216.163.1.233,100,1219,1,4/9/20 11:20,R_2QEZr7QS0Yfbbma,,,,,35.92739868,-89.91889954,anonymous,EN,OcLXDFW8,"At first I assumed that any treatment would be better than no treatment, but then i decided no treatment would be better than making it worse, then I changed my mind back again, i didn't have a lot of time t think about this beforehand, so probably looks all over the place.",1,5,5,0,0,0,0,5,5,1,0,0,5,5,0,5,0,1,5,5,2,0,0,5,4,5,3,5,0,5,5,0,0,0,1,1,4,1,3,1,1,3,2,5,5,3,5,4,1,4,4,2,5,3,5,1,2,1,5,2,3,4,2,3,1,5,2,4,3,5,5,4,5,2,5,2,2,3,4,1,1,3,1,3,1,5,2,5,2,1,3,4,4,1,4,1,35,2,2,1,8,1,1,1,1,4,1,5000,fine arts,15,freelance,1,0,0,1,7,1,1,7,0,8,2,1,2,8,1,6,0,0,3,0,0,0,0,2,0,4,3,3,3,3,3,4,4,3,2,4,4,2,3,3,3,4,3,2,3,4,2,3,1,2,3,4,2,3,1,1,1,2,6,4,3,5,20,30,9,4,,,,,,,,,,7,1,1,7,1,7,7,485,R_2QEZr7QS0Yfbbma,2
4/9/20 11:10,4/9/20 11:22,0,157.51.214.24,100,745,1,4/9/20 11:22,R_3j7J8eb86bP2RlC,,,,,13.08599854,80.27508545,anonymous,EN,0DeJj31H,easy to memory and perform,1,3,4,3,4,2,4,3,4,2,3,4,3,3,4,2,3,1,3,2,4,5,3,4,3,4,3,4,5,3,4,3,4,3,1,5,4,3,4,5,3,4,5,3,3,4,5,4,3,2,3,4,5,3,4,5,4,3,4,5,3,4,3,4,5,4,3,5,2,3,4,3,2,1,3,4,5,3,4,2,3,4,1,2,3,4,5,3,4,4,3,2,1,3,4,1,29,4,4,6,6,2,2,3,3,5,3,25000,Computer,19,software,2,0,1,4,5,4,5,6,6,7,5,6,7,5,1,6,5,6,5,1,2,2,1,2,0,2,3,2,1,2,3,2,2,3,2,3,2,1,2,1,2,4,1,2,3,2,3,2,1,2,3,2,3,2,4,5,4,4,4,5,3,5,100,20,36,15,,,,,,,,,very knowledgeable one,7,1,2,7,1,6,7,551,R_3j7J8eb86bP2RlC,2
4/9/20 11:12,4/9/20 11:24,0,173.27.197.177,100,757,1,4/9/20 11:24,R_2q7CpTMtba0taZw,,,,,41.6381073,-93.62030029,anonymous,EN,sc0GzfQg,ratio of success verse failure verse no action,1,1,1,1,1,0,0,1,2,1,0,3,1,4,1,1,0,1,2,2,1,2,2,2,3,2,2,1,2,0,2,2,2,2,1,1,1,4,3,2,4,3,4,4,4,3,2,3,3,4,4,4,3,3,5,3,2,2,2,3,3,4,3,2,3,3,3,3,4,4,3,2,3,3,4,4,3,2,2,3,4,3,3,2,2,3,3,3,4,3,2,2,3,3,4,1,30,2,3,8,11,1,1,1,1,1,1,50000,economics,16,"analyst, finance ",3,0,0,2,5,7,3,5,4,4,4,1,1,1,1,4,5,5,4,1,1,1,1,1,1,2,0,3,0,4,2,0,1,2,1,2,3,2,1,2,1,2,3,2,1,2,2,1,1,2,3,2,2,1,3,4,4,4,4,3,3,5,40,25,25,12,,,,,,,,,nothing,7,1,1,7,1,7,7,447,R_2q7CpTMtba0taZw,2
4/9/20 11:13,4/9/20 11:27,0,108.28.198.174,100,832,1,4/9/20 11:27,R_UWuEhBqoW6BF12F,,,,,38.77409363,-77.2385025,anonymous,EN,DKC9xIiL,"If there was a significant negative effect of the treatment, I chose no treatment. It is better to not negatively affect a person",1,3,3,2,2,1,0,2,3,2,2,1,3,2,2,1,1,1,2,2,2,2,2,2,0,3,2,1,1,2,1,2,3,2,1,4,4,2,4,3,2,3,2,5,5,2,2,4,2,5,2,4,4,3,5,2,2,2,4,2,2,4,2,4,2,2,3,3,2,5,2,2,4,3,4,2,2,4,4,2,2,2,2,2,2,2,3,3,2,2,4,4,2,2,5,2,32,4,3,1,1,3,3,5,6,6,1,48000,graphic design,16,graphic designer,3,1,0,2,2,3,3,5,2,4,4,4,4,4,1,4,3,3,4,1,1,1,1,1,0,1,3,3,2,3,1,3,3,3,3,3,3,1,2,3,3,3,3,1,2,3,3,3,1,1,2,3,1,3,2,2,2,4,5,1,2,5,30,30,20,20,,,,,,,,,none,7,1,2,1,1,7,7,487,R_UWuEhBqoW6BF12F,2
4/9/20 11:19,4/9/20 11:27,0,171.49.195.226,100,463,1,4/9/20 11:27,R_6eXVP7iEA8qwkz7,,,,,13.08599854,80.27508545,anonymous,EN,57GPgW07,very confident,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,4,1,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,5,5,4,4,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,26,4,4,1,1,4,4,5,5,5,3,600000,m.b.a,12,full time,2,0,1,7,6,5,7,7,8,7,8,7,8,7,1,7,8,7,8,1,1,1,0,2,0,3,4,0,1,4,3,0,3,4,3,4,1,0,1,0,3,4,1,0,3,4,3,4,1,4,4,4,3,4,6,6,5,6,6,5,1,5,500,4,50,20,,,,,,,,,no thanks,7,6,7,6,7,6,7,648,R_6eXVP7iEA8qwkz7,2
4/9/20 11:22,4/9/20 11:30,0,96.44.7.130,100,455,1,4/9/20 11:30,R_1BWwEM8I1yeyCfc,,,,,39.99139404,-83.00340271,anonymous,EN,ZSWumv5N,"I wanted minimal risk of the function worsening. However, there needed to be adequate chance for it to better as well.",1,4,4,1,3,4,0,4,5,4,3,4,5,5,3,4,0,1,3,5,1,4,5,5,4,5,3,1,5,0,0,2,4,1,1,1,5,2,5,4,2,5,3,4,5,4,2,5,2,3,5,1,5,4,2,1,1,4,4,3,3,5,3,4,4,5,4,4,4,2,4,1,5,1,4,2,1,5,4,2,2,1,1,4,5,3,5,4,1,4,1,4,1,2,3,1,21,2,2,1,1,2,1,3,2,1,2,20000,Computer Science,14,Software Engineer,2,0,0,5,2,5,6,2,8,5,7,4,4,2,1,4,2,3,4,0,1,1,1,0,1,3,3,3,3,1,1,3,4,2,1,3,2,1,3,4,1,1,3,1,2,4,4,1,1,0,3,0,0,4,5,6,6,6,6,6,3,6,25,30,20,80,,,,,,,,,No issues.,7,1,1,7,1,7,7,518,R_1BWwEM8I1yeyCfc,2
4/9/20 11:00,4/9/20 11:46,0,173.248.135.26,100,2788,1,4/9/20 11:46,R_25YeUtjA7nSFWAz,,,,,37.75100708,-97.8219986,anonymous,EN,UY1nGDdk,I using the treatment strategy ,1,3,2,3,2,3,4,4,3,4,3,4,3,4,3,3,4,1,4,3,4,3,4,3,4,3,4,5,3,4,3,4,3,4,1,3,4,4,3,4,3,4,3,4,4,5,4,3,4,5,4,3,4,4,3,4,5,4,3,4,5,4,4,3,4,5,4,3,4,3,4,4,3,4,5,4,3,4,5,3,4,5,4,3,4,5,4,3,4,4,5,3,4,5,4,1,29,2,3,1,1,2,2,3,3,3,3,30000,Accountancy,18,Full Employment ,1,1,1,2,7,5,2,6,7,6,5,7,6,7,1,7,8,7,5,1,0,2,1,0,2,3,2,2,1,4,3,1,2,2,3,2,1,1,2,1,2,3,2,0,2,3,2,3,0,3,4,2,3,4,4,5,4,5,5,4,2,4,400,30,20,0.5,,,,,,,,,This experiment was very well and interesting. Thank you.,7,1,1,7,1,7,7,542,R_25YeUtjA7nSFWAz,2
4/9/20 11:35,4/9/20 12:04,0,104.244.148.51,100,1706,1,4/9/20 12:04,R_1gBc5fi291J1cxF,,,,,32.14430237,-85.71489716,anonymous,EN,f4rE7dqe,My decisions were based on whether or not the treatment would cure the patient or worsen the condition.,1,1,2,0,2,4,0,1,3,1,3,4,4,4,2,4,5,1,4,5,0,3,5,5,5,5,0,5,5,1,0,4,0,4,1,1,2,1,4,4,2,5,2,4,5,1,5,4,2,2,4,4,2,1,2,1,1,2,4,4,4,2,4,4,2,4,5,4,1,2,4,2,4,2,4,4,5,4,5,1,1,2,2,2,5,4,5,5,2,5,2,1,4,2,4,2,40,1,2,3,3,3,2,1,6,2,1,69999,n/a,12,n/a,3,0,0,1,1,7,1,1,1,4,4,2,1,6,1,4,4,4,4,0,0,0,0,0,0,3,3,3,2,1,0,1,1,2,0,1,0,1,2,0,0,1,3,1,2,3,1,1,1,0,0,1,1,0,1,5,5,5,5,5,3,5,40,15,33,2,,,,,,,,,The experiment ran smoothly.,6,2,2,6,3,6,5,435,R_1gBc5fi291J1cxF,2
4/9/20 11:58,4/9/20 12:14,0,72.187.30.164,100,938,1,4/9/20 12:14,R_21uCTQZ6n4HOkv5,,,,,28.07679749,-82.44599915,anonymous,EN,Ij0t1xEf,"I mostly chose to assign the treatment if the chances of worsening the condition were very low, or if the chances of curing it were high, or both.",1,1,3,0,0,0,0,1,3,2,0,0,3,5,1,4,0,1,0,5,2,2,0,5,4,5,1,2,0,5,2,1,1,0,1,1,1,2,2,4,5,4,1,2,4,2,5,5,2,4,5,4,5,4,2,4,1,1,4,1,2,4,1,5,2,4,3,5,2,3,2,1,5,1,5,4,2,5,4,2,1,4,1,2,5,1,4,5,1,1,3,2,1,2,4,1,39,2,2,1,8,1,1,1,1,1,3,42000,NA,12,customer service representative,1,0,0,1,7,4,1,7,4,5,7,6,3,3,1,3,1,1,2,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,4,5,5,6,3,5,2,5,25,30,20,20,,,,,,,,,"No issues, all good.",7,1,1,7,1,7,7,434,R_21uCTQZ6n4HOkv5,2
4/9/20 11:43,4/9/20 12:20,0,64.44.80.100,100,2226,1,4/9/20 12:20,R_2uQfaix8VsWGRNy,,,,,39.61239624,-104.8804016,anonymous,EN,NznHUemh,If the orange color is more than the blue I extremely go for the gray,1,3,5,5,5,5,0,4,5,4,0,1,3,5,5,5,4,1,5,5,5,5,5,5,5,5,4,5,4,5,0,2,5,4,1,5,5,1,5,3,4,5,1,5,5,1,1,5,5,5,4,5,5,2,5,5,1,1,5,1,1,5,1,5,3,3,5,5,1,5,1,1,5,1,5,5,3,5,5,1,3,1,1,2,1,3,5,5,1,3,5,5,2,1,5,1,27,2,3,1,1,2,2,3,3,4,2,"70,000",Psychology,17,"Employed Full time -  Human Resources, Associate",2,1,0,5,4,4,4,4,8,8,8,8,8,8,1,8,8,8,8,1,0,0,0,0,1,4,4,2,0,2,3,2,4,4,4,4,0,0,4,2,3,2,4,0,4,4,4,4,1,1,4,3,4,4,5,5,5,5,6,6,1,6,20,30,20,25,,,,,,,,,"Interesting experiment. Yes, No.",7,1,1,7,1,7,7,655,R_2uQfaix8VsWGRNy,3
4/9/20 12:15,4/9/20 13:00,0,157.50.246.55,100,2672,1,4/9/20 13:00,R_2rDeaXphVGNOZe0,,,,,13.08599854,80.27508545,anonymous,EN,XPLaqvKf,it was been very well great do this making the task.,1,4,3,5,4,4,5,4,3,4,5,3,5,4,3,2,5,1,4,3,5,4,3,2,4,5,4,3,4,5,4,3,5,4,1,3,4,4,5,5,4,3,5,4,5,3,4,3,5,4,5,4,5,3,4,3,4,5,5,4,5,3,5,4,4,3,4,5,4,5,4,4,5,4,3,4,4,5,5,3,4,4,5,5,3,4,3,5,3,5,5,4,3,4,5,1,31,4,3,1,1,3,3,4,5,5,3,"$20,000 ",BA,16,IT and customer service executive,1,0,1,3,6,7,4,7,6,7,5,6,4,6,1,7,8,6,5,1,2,0,1,1,2,3,4,1,2,4,3,2,3,4,3,2,1,0,0,1,1,2,1,0,3,3,4,2,1,3,4,3,1,2,5,6,4,6,5,5,3,6,25,30,20,0.5,,,,,,,,,it has been really good learning and well experience study.,6,7,6,5,6,4,7,581,R_2rDeaXphVGNOZe0,3
4/9/20 12:58,4/9/20 13:23,0,45.4.196.115,100,1489,1,4/9/20 13:23,R_1JIJTFjGlX8So4u,,,,,40.75030518,-74.00140381,anonymous,EN,3sT9yQQk,GOOD,1,4,3,4,5,4,3,4,4,3,4,5,4,3,4,4,3,1,4,5,4,4,5,4,3,4,4,5,4,3,4,4,4,4,1,4,5,4,4,5,4,4,4,5,4,5,5,4,4,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,1,29,2,4,1,1,2,3,5,5,5,3,75000,Computer Science,14,online worker,1,0,0,5,7,4,4,7,7,6,6,7,7,6,1,7,6,7,5,0,1,1,0,1,1,3,3,2,1,3,2,1,4,3,3,2,1,1,1,0,3,2,1,1,4,3,4,3,1,2,3,3,2,3,5,4,5,5,6,5,3,5,500,25,70,25,,,,,,,,,good to work ,6,6,7,6,5,6,7,586,R_1JIJTFjGlX8So4u,3
4/9/20 13:45,4/9/20 14:01,0,74.209.57.141,100,957,1,4/9/20 14:01,R_1InkVLNmynAB2bf,,,,,39.62440491,-84.37640381,anonymous,EN,G8XcnRd8,went with my gut.,1,3,2,4,3,3,2,1,4,4,1,2,3,3,0,2,1,1,4,3,2,3,1,5,5,3,2,3,1,2,4,3,2,1,1,4,3,2,3,2,4,3,1,3,4,2,1,4,3,2,4,3,2,4,3,2,1,4,3,3,1,2,4,3,5,3,2,1,4,3,5,3,2,1,2,5,4,3,2,4,3,2,5,4,3,2,3,1,2,1,5,3,2,4,2,2,46,2,3,1,1,3,3,5,6,5,3,85000,marketing,16,unemployed,2,0,0,6,2,3,7,3,5,4,3,1,3,7,1,5,5,3,4,0,1,2,1,0,1,3,2,3,2,3,2,1,1,2,3,0,3,1,2,0,3,3,3,2,2,3,2,1,1,1,3,2,3,2,4,3,5,3,6,4,4,2,33,25,35,40,,,,,,,,,,6,5,3,3,4,3,4,484,R_1InkVLNmynAB2bf,3
4/9/20 13:55,4/9/20 14:02,0,73.195.83.118,100,418,1,4/9/20 14:02,R_2zeZjWqzPd7yBgT,,,,,40.07069397,-74.50689697,anonymous,EN,w[A1UCB0,I only chose to treat if I felt like this odds were highly in favor of improvement.,1,3,4,0,1,0,0,4,4,1,1,1,3,4,1,2,0,1,4,5,0,1,1,5,4,3,3,2,2,3,5,3,2,2,1,2,3,3,2,3,4,3,3,2,4,3,3,3,4,3,4,3,3,4,3,3,4,3,2,2,3,3,3,2,3,4,3,3,4,3,3,4,3,4,4,3,3,3,2,2,3,3,3,2,3,3,2,3,4,3,2,3,4,4,3,3,35,2,2,1,1,1,1,1,2,2,1,10000,Computer Science,14,Information Services Freelancer,1,0,0,1,7,4,1,6,3,5,4,3,4,5,1,5,4,3,4,1,0,0,1,1,0,4,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,3,2,2,1,1,1,2,2,1,4,4,4,5,5,5,3,5,25,30,20,50,,,,,,,,,Everything worked and I have no other feedback.,7,1,1,7,1,7,7,468,R_2zeZjWqzPd7yBgT,3
5/1/20 15:26,5/1/20 15:37,0,98.127.106.159,100,661,1,5/1/20 15:37,R_2c5H4udUhaetd9f,,,,,39.11010742,-108.5990982,anonymous,EN,AyjDXCOl,based on how great the risk was,1,4,5,0,0,0,0,4,5,3,0,0,4,5,0,0,0,1,4,5,2,1,3,5,5,4,4,0,3,4,5,0,1,0,1,2,4,4,3,2,2,4,3,2,5,5,3,4,3,4,4,2,2,3,4,2,2,4,3,2,3,4,3,3,2,4,3,2,5,4,4,4,3,4,3,1,4,3,4,1,2,4,4,1,3,1,4,3,4,1,1,3,4,2,4,2,43,2,3,1,7,1,2,1,3,3,1,10000,journalism,16,self employed,3,1,0,1,4,7,1,7,0,8,4,4,4,4,1,6,2,0,4,1,0,0,0,0,0,2,3,2,2,3,3,2,2,3,3,3,2,2,4,3,3,3,2,2,2,2,2,3,1,1,2,4,1,2,2,2,4,4,6,6,6,6,25,25,20,50,4,2,2,2,2,1,3,3,,7,1,1,7,1,7,7,481,R_2c5H4udUhaetd9f,3
