StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,user_id,Q1796,Q1762,MFSQ1,MFSQ2,MFSQ3,MFSQ4,MFSQ5,MFSQ6,MFSQ7,MFSQ8,MFSQ9,MFSQ10,MFSQ11,MFSQ12,MFSQ13,MFSQ14,MFSQ15,MFSQ16,attention_check.1,MFSQ17,MFSQ18,MFSQ19,MFSQ20,MFSQ21,MFSQ22,MFSQ23,MFSQ24,MFSQ25,MFSQ26,MFSQ27,MFSQ28,MFSQ29,MFSQ30,MFSQ31,MFSQ32,attention_check.2,BIG5_1,BIG5_2,BIG5_3,BIG5_4,BIG5_5,BIG5_6,BIG5_7,BIG5_8,BIG5_9,BIG5_10,BIG5_11,BIG5_12,BIG5_13,BIG5_14,BIG5_15,BIG5_16,BIG5_17,BIG5_18,BIG5_19,BIG5_20,BIG5_21,BIG5_22,BIG5_23,BIG5_24,BIG5_25,BIG5_26,BIG5_27,BIG5_28,BIG5_29,BIG5_30,BIG5_31,BIG5_32,BIG5_33,BIG5_34,BIG5_35,BIG5_36,BIG5_37,BIG5_38,BIG5_39,BIG5_40,BIG5_41,BIG5_42,BIG5_43,BIG5_44,BIG5_45,BIG5_46,BIG5_47,BIG5_48,BIG5_49,BIG5_50,BIG5_51,BIG5_52,BIG5_53,BIG5_54,BIG5_55,BIG5_56,BIG5_57,BIG5_58,BIG5_59,BIG5_60,sex,age_4,race_ethnicity,education,ReligionRaised,ReligionNow,Religiosity,Spirituality,AttendChurch,ReligiousActivity,meditation,RelationshipStatus,Income,Major,YearOfEducation,EmploymentStatus,Political_Party,HumanMind,Optimize,republican,democrat,independent,conservative,liberal,POWER,SELF-DIRECTION,ACHIEVEMENT,HEDONISM,STIMULATION,UNIVERSALISM,attention_check.3,BENEVOLENCE,TRADITION,CONFORMITY,SECURITY,MC_Lying,MC_Assassin,MC_Torture,MC_Murder,MC_Stealing,MC_Steril,FS1,EC1,PT1,EC2,FS2,PD1,FS3,PT2,EC3,PD2,PT3,FS4,PD3,EC4,PT4,FS5,PD4,EC5,PD5,EC6,PT5,EC7,FS6,attention_check.4,PD6,PT6,FS7,PD7,PT7,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,SNS8,Berlin1,Berlin2,Berlin3,Berlin4,GRiPS_1,GRiPS_2,GRiPS_3,GRiPS_4,GRiPS_5,GRiPS_6,GRiPS_7,GRiPS_8,Q1797,Q1802_1,Q1802_2,Q1802_3,Q1802_4,Q1802_5,Q1802_6,Q1802_7,SC0,completion code,batch
4/9/20 10:30,4/9/20 10:41,0,24.18.161.22,100,657,1,4/9/20 10:41,R_3PAi0NdiehuyLmN,,,,,47.5579071,-122.1632996,anonymous,EN,y6m1AOsD,I based it on what percent of the box was blue and if it was worth it.,1,4,5,2,3,3,0,5,4,3,3,2,5,5,3,5,0,1,5,5,3,4,3,5,5,4,4,0,3,3,2,5,4,0,1,5,5,2,4,3,2,5,1,5,4,2,2,5,1,5,2,1,4,2,3,1,1,1,5,3,2,5,1,5,2,4,5,5,2,4,3,2,5,1,4,5,1,5,5,2,4,1,1,4,3,4,5,5,1,3,5,4,1,1,4,2,63,2,2,11,11,1,1,1,1,1,3,55000,none,12,full time- real estate agent,1,1,0,1,7,3,1,6,3,7,4,7,6,4,1,6,4,4,7,1,0,1,0,0,1,1,4,2,4,2,1,2,3,4,2,3,3,3,4,2,1,2,4,2,3,3,4,2,1,1,2,2,1,3,2,4,4,5,4,5,3,4,25,30,20,20,,,,,,,,,everything worked,7,1,1,7,1,7,7,572,R_3PAi0NdiehuyLmN,2
4/9/20 10:30,4/9/20 10:43,0,107.11.182.13,100,802,1,4/9/20 10:43,R_3egcazKEjXObzFG,,,,,40.27380371,-81.86620331,anonymous,EN,CUyB01Th,"I was trying to make it so that the reward was worth the risk, to me. I wanted to be sure there was much less a chance of making things worse.",1,5,5,1,2,5,0,4,5,1,2,5,5,5,1,5,0,1,5,4,2,3,5,5,5,5,1,0,5,2,4,2,3,1,1,4,5,2,1,2,5,5,2,1,5,2,4,5,4,4,2,5,5,4,4,5,2,1,1,2,4,2,2,1,1,2,5,4,5,4,2,2,5,4,4,2,4,5,1,1,4,1,2,1,1,1,5,5,4,2,3,2,4,4,4,2,44,2,3,1,4,2,3,3,5,6,3,69900,Business,16,Full time Marketing Exec.,1,0,0,1,4,6,1,5,6,8,8,4,5,7,1,8,3,1,6,1,0,0,0,0,0,2,4,4,4,0,2,4,3,4,2,4,4,2,4,3,4,3,4,2,4,4,4,4,1,2,3,4,4,3,2,5,6,6,6,6,6,6,33,30,20,25,,,,,,,,,Everything was easy to understand and worked fine.,7,1,2,7,1,7,6,622,R_3egcazKEjXObzFG,2
4/9/20 10:31,4/9/20 10:44,0,96.57.65.98,100,797,1,4/9/20 10:44,R_3RrMTUFwtrpkCaF,,,,,40.82749939,-73.12249756,anonymous,EN,XNHqndg3,"I wanted the ""Cure"" ( blue ) bar to be at least equal to the orange one. Preferably longer.",1,5,5,3,3,3,0,5,5,4,3,3,4,5,3,3,1,1,5,5,3,3,3,5,5,5,4,4,3,5,0,3,3,4,1,4,4,1,4,3,4,5,1,4,4,2,4,4,4,5,5,2,5,3,4,4,3,1,4,1,2,1,2,4,1,3,4,4,1,4,3,3,5,3,4,4,4,5,4,1,2,3,1,4,1,2,4,5,2,1,4,2,2,3,5,1,38,2,3,1,1,2,2,1,1,1,3,50000,Psychology,16,Full time - Warehouse Manager,3,0,0,4,4,7,4,4,4,5,6,7,6,6,1,8,5,7,6,1,0,1,0,1,1,3,3,4,4,3,3,1,3,3,1,3,4,2,4,3,3,1,4,1,3,2,3,3,1,1,3,3,0,3,5,5,5,5,5,5,2,5,25,30,20,50,,,,,,,,,All worked fine. Thank You !,7,1,1,7,1,7,7,589,R_3RrMTUFwtrpkCaF,2
4/9/20 10:34,4/9/20 10:46,0,70.185.107.87,100,751,1,4/9/20 10:46,R_3HZBPEQumuc2usI,,,,,29.61380005,-82.38600159,anonymous,EN,tdDTyNLl,If it did not look like it had the possibility of getting a lot worse I would selection that option. ,1,4,4,3,3,4,1,4,4,3,3,4,5,4,3,4,2,1,4,4,3,3,4,5,5,4,3,2,3,4,3,3,3,3,1,2,5,1,4,3,3,4,1,4,3,2,1,4,1,3,4,1,4,2,3,2,1,1,4,2,2,4,1,4,3,4,5,5,2,3,3,1,4,1,3,3,2,4,4,3,2,1,1,2,3,2,5,5,1,2,3,4,2,2,3,2,38,2,3,1,1,2,2,2,5,6,3,110000,Business Administration,16,Full time- Education- Teacher,3,0,0,3,5,4,3,5,3,4,4,3,3,5,1,4,3,3,4,0,0,0,0,0,0,2,3,1,3,2,2,2,3,3,1,4,2,1,3,2,2,1,4,2,3,3,3,2,1,1,3,2,1,3,2,2,2,3,3,3,4,3,25,60,15,50,,,,,,,,,No problems.,7,1,1,7,1,7,7,526,R_3HZBPEQumuc2usI,2
4/9/20 10:39,4/9/20 10:47,0,172.223.180.236,100,476,1,4/9/20 10:47,R_2anqGwzMTjbzyNj,,,,,35.87620544,-84.17459869,anonymous,EN,Ak80ZHjE,if the good outweighed the bad,1,5,5,0,2,0,0,5,5,4,0,0,5,5,1,4,0,1,5,5,1,2,0,5,5,3,1,1,0,4,5,1,0,0,1,1,4,2,2,1,1,4,2,3,5,2,3,4,3,5,5,1,4,2,5,1,2,2,2,1,3,2,1,1,1,5,4,4,4,5,4,2,5,3,5,3,3,4,2,1,1,1,2,2,1,4,4,5,3,1,3,2,2,3,5,2,34,2,3,1,7,1,1,1,1,1,3,49000,IT,16,IT Manager,1,1,0,1,5,5,2,7,1,6,3,4,5,8,1,7,2,3,3,2,1,1,1,2,1,3,4,4,4,3,2,4,3,4,2,3,4,3,4,3,4,2,4,2,4,3,4,4,1,2,3,4,2,3,4,6,6,6,5,6,2,5,25,30,20,25,,,,,,,,,,7,1,1,7,1,7,7,560,R_2anqGwzMTjbzyNj,2
4/9/20 10:38,4/9/20 10:48,0,170.76.184.94,100,582,1,4/9/20 10:48,R_XoZM0N9PhAyuG9H,,,,,30.55580139,-100.6306992,anonymous,EN,OJ9RxLQ8,"I simply gauged if benefit outweighed the risk. So if it was much more likely to assist, it was a solid thing to try.",1,4,5,1,1,0,0,4,5,1,1,0,4,5,1,4,0,1,5,5,3,2,0,5,5,4,0,0,0,4,5,3,4,0,1,5,5,1,5,1,4,5,1,5,5,1,1,5,1,5,2,1,4,1,4,4,1,1,5,1,1,5,1,5,1,1,5,5,1,4,1,1,5,1,4,5,1,5,5,1,5,1,1,5,3,1,5,5,1,1,5,4,1,1,5,1,31,2,2,8,11,1,1,1,1,1,1,43000,NA,12,Service and Management,3,1,0,1,1,7,4,4,1,8,4,8,3,8,1,8,3,3,8,1,0,0,0,0,0,2,4,4,4,2,0,3,4,4,0,4,3,0,4,4,2,0,4,0,4,4,4,2,1,0,4,2,0,4,3,5,5,6,6,6,6,6,25,30,20,50,,,,,,,,,It was all fine. All smooth.,7,1,1,7,1,7,7,571,R_XoZM0N9PhAyuG9H,2
4/9/20 10:25,4/9/20 10:49,0,66.30.160.27,100,1431,1,4/9/20 10:49,R_2Pk8WoLRBnzXZnm,,,,,42.03359985,-70.94950104,anonymous,EN,qf27dbHj,"I mostly went with my gut, except for the few extreme cases. When the alternative is no improvement, practically any chance of improvement is preferable, in my opinion.",1,3,3,1,2,0,0,3,4,2,1,0,3,4,1,3,0,1,3,4,1,0,0,5,4,3,1,1,0,0,4,1,3,0,1,4,2,2,5,2,4,4,3,4,4,3,4,4,2,5,3,3,4,3,3,4,1,2,4,4,3,3,3,5,3,3,2,3,2,4,1,3,5,1,4,4,3,4,5,2,3,3,2,4,5,2,2,4,2,3,2,2,3,1,4,1,34,2,3,1,8,1,1,1,1,1,1,58000,Liberal Studies,16,"project manager, tech",1,0,0,1,7,2,1,7,6,8,5,5,4,4,1,4,1,1,5,1,1,0,1,1,0,1,1,2,1,1,0,1,2,1,1,3,1,0,1,2,1,0,1,0,1,1,1,3,1,0,1,1,0,1,5,6,5,6,5,5,3,5,25,30,20,50,,,,,,,,,,6,1,1,7,1,6,6,430,R_2Pk8WoLRBnzXZnm,2
4/9/20 10:29,4/9/20 10:49,0,67.162.200.58,100,1220,1,4/9/20 10:49,R_20OirnERVb2NrfV,,,,,34.79020691,-92.50440216,anonymous,EN,Ly8mJkxP,"I tried to only select the ones with more blue (cure) than orange, or if there wasn't very much blue and too much orange, I'd go with no treatment.  ",1,3,5,2,2,1,0,5,4,2,1,1,3,5,2,2,0,1,4,5,3,3,1,4,2,3,3,0,0,2,2,2,1,2,1,5,5,2,5,1,2,5,1,4,5,2,2,4,1,4,2,1,4,3,5,3,2,2,4,1,2,4,2,4,2,2,4,4,2,4,2,2,4,2,3,3,2,5,2,1,5,2,1,2,1,1,4,4,2,1,3,4,2,2,4,2,52,2,2,1,8,1,1,1,1,1,3,48000,Computer Science,15,Unemployed currently,1,0,0,1,7,3,2,6,1,7,3,4,3,8,1,8,3,5,5,0,0,1,1,1,0,2,1,3,4,3,1,3,3,4,0,4,3,0,3,3,2,1,3,1,3,3,4,3,1,0,3,2,0,2,4,4,4,4,6,2,1,6,20,30,40,50,,,,,,,,,It worked great.  Thank you. ,7,1,1,7,1,7,7,529,R_20OirnERVb2NrfV,2
4/9/20 10:30,4/9/20 10:54,0,71.76.243.180,100,1436,1,4/9/20 10:54,R_3j6Wh1Ij1UKZmdG,,,,,35.87260437,-80.09290314,anonymous,EN,esSkjqdS,"I decided primarily based on how many people were helped. If it was disproportionate in the amount of people that the treatment hurt, then I chose no treatment. Otherwise, I typically chose the treatment option.",1,5,5,0,1,1,0,4,4,1,1,1,5,5,1,2,0,1,5,5,1,3,2,5,5,2,2,0,2,4,4,2,1,0,1,4,5,1,5,1,2,5,1,5,5,1,1,5,1,5,3,1,4,1,5,1,1,1,5,1,1,5,1,5,1,2,5,5,1,5,2,1,5,1,5,5,1,5,4,1,4,1,1,5,1,3,5,5,1,1,5,4,1,1,5,1,29,2,3,1,7,1,2,2,4,3,1,55000,Information Technology,16,"Media, Art Director",1,1,0,1,7,1,1,7,2,8,4,4,5,8,1,7,3,2,5,1,0,0,0,1,0,2,4,4,4,1,0,3,3,4,1,4,4,3,3,4,4,1,4,0,4,2,4,4,1,0,3,3,0,4,4,5,5,6,5,6,5,6,0.25,30,24,95,,,,,,,,,Everything was very intuitive and easy to understand. This was a fascinating study.,7,1,1,7,1,7,7,559,R_3j6Wh1Ij1UKZmdG,2
4/9/20 10:47,4/9/20 10:55,0,108.53.56.59,100,536,1,4/9/20 10:55,R_xrBEQxEEz3JW4x3,,,,,40.84919739,-73.97350311,anonymous,EN,7HFUqvKS,"If there was a better chance of curing the problem than making it worse, I figured it was worth it to go ahead with the treatment option.",1,3,3,0,1,2,0,4,4,3,1,1,4,4,3,1,0,1,2,3,0,3,1,5,5,3,3,2,2,1,2,1,1,3,1,2,1,3,5,4,5,3,4,4,4,2,5,3,1,2,4,5,3,2,2,5,4,3,5,3,2,1,3,5,3,2,2,3,1,2,1,5,4,1,1,3,3,3,4,4,2,5,2,5,4,1,3,4,1,4,3,2,3,2,2,1,39,4,3,7,7,1,1,1,1,1,2,55000,English,16,Education - Director,3,0,0,1,3,7,1,6,3,7,2,8,7,3,1,2,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,6,6,6,6,5,4,4,6,25,30,20,20,,,,,,,,,All good,7,1,1,7,1,7,7,400,R_xrBEQxEEz3JW4x3,2
4/9/20 10:45,4/9/20 10:57,0,173.187.7.228,100,721,1,4/9/20 10:57,R_1IsIhRVeGk3hIaN,,,,,34.980896,-80.06960297,anonymous,EN,PiGCo5DO,It had to be a situation where there was a high chance for a cure and a very low chance that situation would worsen.  It was all about risk versus reward.,1,5,3,2,2,5,0,5,4,4,2,4,5,4,5,3,5,1,4,3,2,3,4,5,5,3,3,3,4,0,1,2,0,3,1,4,4,2,3,2,4,4,1,4,4,2,5,4,4,4,2,2,4,5,5,4,4,1,3,2,1,1,2,3,1,2,4,4,4,5,2,4,4,4,5,4,5,4,3,2,4,3,2,2,1,1,3,5,4,2,4,1,2,4,4,1,45,2,2,1,1,2,3,2,4,4,2,34500,Business,13,Senior POS Technician (IT / Technical Support),3,1,0,5,1,7,5,1,5,8,8,2,3,5,1,5,3,2,5,1,0,1,0,0,0,4,3,3,3,3,1,3,3,4,1,3,3,3,4,2,3,2,3,1,3,3,3,3,1,1,3,3,1,3,5,5,5,6,4,4,4,4,20,30,22,50,,,,,,,,,"There was an issue with the questions about preferring words versus numbers.  For a couple of those questions, the options were ""helpful"" versus ""not helpful"" so I could not answer those with certainty based on the scale provided.  Feel free to reach out if you want clarification or need any further data.  I understood everything else and the HIT was well-designed overall.  Thanks for the HIT!  I did my best and hope the data is useful!",7,1,1,7,1,7,7,570,R_1IsIhRVeGk3hIaN,2
4/9/20 10:58,4/9/20 11:05,0,199.115.98.146,100,400,1,4/9/20 11:05,R_12yUR8AGNxMHUgP,,,,,39.75010681,-104.995697,anonymous,EN,1fV9eonR,i followed my mind,1,3,4,3,3,3,2,1,2,2,3,1,2,3,3,3,2,1,3,3,2,3,4,3,2,3,4,3,4,4,4,3,4,4,1,4,3,2,3,4,3,3,2,2,2,4,3,2,2,3,3,2,3,2,3,4,4,3,2,3,3,3,3,2,4,3,2,3,2,3,3,3,4,3,3,2,4,3,3,2,4,3,3,2,3,3,4,3,2,3,3,4,3,3,4,1,25,2,3,1,1,3,3,5,5,5,1,67000,computer science,16,customer care agent,1,0,0,3,6,5,4,3,6,6,5,5,6,5,1,5,6,5,5,0,0,0,0,0,0,2,3,2,2,3,3,1,2,3,3,3,1,0,1,1,2,2,1,1,2,3,3,2,1,2,2,1,2,3,5,4,3,4,4,4,4,4,5,25,5,5,,,,,,,,,,5,1,1,7,1,6,7,503,R_12yUR8AGNxMHUgP,2
4/9/20 11:01,4/9/20 11:11,0,174.56.194.19,100,598,1,4/9/20 11:11,R_u4Z2FvvykkVjMpH,,,,,33.52560425,-81.93689728,anonymous,EN,S1Darscu,very excellent,1,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,5,1,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,39,1,4,1,1,4,4,6,6,5,3,49000,Master degree,16,Finance,2,0,0,7,5,7,7,7,8,7,6,8,7,8,1,7,6,8,7,0,0,0,0,0,0,4,3,0,1,4,3,0,3,4,3,4,1,0,1,0,3,4,1,0,3,3,4,3,1,4,3,4,3,4,6,5,6,5,6,5,3,5,500,10,7,6,,,,,,,,,very excellent,7,1,5,6,2,6,7,607,R_u4Z2FvvykkVjMpH,2
4/9/20 10:58,4/9/20 11:12,0,73.236.40.189,100,818,1,4/9/20 11:12,R_2dF1O0ayHs0Hkty,,,,,40.99580383,-80.32640076,anonymous,EN,9fV7rZQL,tried to maximize benefits without taking undo risks,1,4,4,3,3,4,1,4,5,4,3,4,5,5,4,5,4,1,4,5,4,2,5,5,3,4,3,1,2,5,1,4,3,4,1,4,4,1,5,2,2,5,1,5,5,2,1,5,1,4,2,1,4,1,5,3,1,1,4,1,2,4,1,5,2,2,4,4,1,5,2,1,5,1,4,4,1,5,4,2,4,1,1,4,1,2,5,5,1,2,5,5,1,1,4,1,60,2,2,1,1,1,2,1,5,3,3,48000,Humanities,15,food-manager,1,1,1,1,6,4,1,6,1,6,6,2,1,8,1,8,7,6,7,0,0,1,0,0,0,1,3,4,4,3,0,4,4,4,2,4,4,1,3,4,3,2,4,0,3,4,3,4,1,0,4,4,0,4,5,5,5,5,6,6,1,6,25,30,23,50,,,,,,,,,no,7,1,1,7,1,7,7,600,R_2dF1O0ayHs0Hkty,2
4/9/20 11:00,4/9/20 11:14,0,69.181.223.187,100,857,1,4/9/20 11:14,R_YSbbyi71of8XVu1,,,,,37.77999878,-122.4649963,anonymous,EN,DVH0CHWa,"I looked to see if there was a greater cure vs worsening, and if there wasn't I opted for neutral",1,3,5,2,4,3,0,3,5,2,3,3,3,5,1,4,0,1,2,5,4,3,3,5,2,5,3,4,2,1,0,1,4,0,1,4,3,1,4,2,4,5,1,4,5,4,4,5,2,4,4,2,5,4,4,4,4,1,4,1,2,5,2,5,2,3,4,5,5,4,1,2,4,2,4,4,4,5,4,2,4,2,1,2,2,1,4,5,2,1,4,2,2,2,4,1,41,2,3,1,8,1,1,1,1,4,2,115000,finance,16,"Finance, planning and analysis - Business analyst",2,0,1,6,1,4,6,2,3,8,7,4,5,1,1,6,4,2,6,0,0,0,0,0,0,1,1,4,1,1,0,1,3,3,1,3,0,1,3,0,1,3,2,0,1,3,1,1,1,0,3,1,0,3,6,6,6,6,5,6,2,6,25,30,20,80,,,,,,,,,I think everything went smoothly,6,1,2,6,1,6,6,526,R_YSbbyi71of8XVu1,2
4/9/20 10:54,4/9/20 11:14,0,47.31.113.251,100,1205,1,4/9/20 11:14,R_31RbTBEFaw674j2,,,,,28.65040588,77.23721313,anonymous,EN,JDklvCJX,"If the risk was quite less and chances of recovery were good, I would select it. Otherwise not.",1,4,3,0,0,1,0,2,4,1,0,1,3,3,1,2,0,1,3,3,3,0,2,4,2,3,1,3,1,2,4,3,3,3,1,1,3,4,2,2,1,2,4,3,4,3,1,2,3,4,4,2,3,4,5,1,1,3,1,1,4,4,4,3,2,4,4,3,4,5,5,3,3,4,5,2,4,2,3,2,2,4,4,3,1,4,3,3,4,1,2,3,4,2,4,1,27,4,3,6,6,2,3,1,2,3,1,3000,electronics,16,"self employed, freelancing",3,1,0,3,2,5,3,5,1,7,4,2,6,6,1,5,3,1,3,0,1,0,1,1,1,3,3,2,2,1,3,3,2,3,2,3,3,2,3,1,2,3,3,4,2,3,2,3,1,2,2,3,2,3,4,4,4,5,4,5,4,4,25,30,20,80,,,,,,,,,,7,1,1,7,1,7,7,484,R_31RbTBEFaw674j2,2
4/9/20 10:55,4/9/20 11:15,0,157.50.75.215,100,1225,1,4/9/20 11:15,R_3lWEVGOaMhdJHQm,,,,,13.08599854,80.27508545,anonymous,EN,ob8sgPnT,good,1,4,4,5,4,4,3,4,4,4,3,4,4,4,3,4,4,1,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,1,4,5,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3,3,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,2,33,4,3,6,6,2,2,1,3,4,3,2000,physics,15,manager,3,0,1,6,6,6,6,6,7,7,7,6,6,6,1,6,7,6,7,2,2,1,0,0,1,3,3,2,1,3,3,2,3,2,3,3,2,1,1,1,2,3,2,1,2,3,2,2,1,3,2,2,3,3,5,5,5,5,5,5,3,5,90,25,6,75,,,,,,,,,good experience,6,5,6,5,6,6,5,596,R_3lWEVGOaMhdJHQm,2
4/9/20 11:02,4/9/20 11:16,0,104.162.255.40,100,842,1,4/9/20 11:16,R_3oBWK5dpgRRe7Ke,,,,,40.6914978,-73.853302,anonymous,EN,yCZDIVJF,"The option that was equaled in options like equally shared between outcomes and also avoided a large portion defined by ""cure""",1,3,3,2,4,3,0,3,2,4,1,3,2,5,4,4,0,1,3,3,3,4,4,5,5,4,4,0,3,2,0,2,3,3,1,2,4,1,5,1,2,5,1,4,5,1,2,5,1,4,5,2,5,4,5,2,1,1,5,1,1,4,1,5,1,5,4,5,2,5,2,1,5,2,5,4,4,5,5,1,2,2,1,4,1,4,5,5,1,1,4,4,1,1,5,2,33,3,3,1,11,1,2,1,1,1,1,55000,IT,16,Web developer,2,0,0,5,2,6,5,2,1,8,8,4,4,1,1,6,4,5,4,1,2,2,2,0,1,2,2,3,1,1,1,1,3,1,0,2,3,1,1,2,2,0,1,1,2,2,2,3,1,0,2,2,0,2,4,5,6,6,4,4,1,5,30,25,10,20,,,,,,,,,Everything worked great no issues,7,1,1,7,1,7,7,530,R_3oBWK5dpgRRe7Ke,2
4/9/20 11:00,4/9/20 11:20,0,216.163.1.233,100,1219,1,4/9/20 11:20,R_2QEZr7QS0Yfbbma,,,,,35.92739868,-89.91889954,anonymous,EN,OcLXDFW8,"At first I assumed that any treatment would be better than no treatment, but then i decided no treatment would be better than making it worse, then I changed my mind back again, i didn't have a lot of time t think about this beforehand, so probably looks all over the place.",1,5,5,0,0,0,0,5,5,1,0,0,5,5,0,5,0,1,5,5,2,0,0,5,4,5,3,5,0,5,5,0,0,0,1,1,4,1,3,1,1,3,2,5,5,3,5,4,1,4,4,2,5,3,5,1,2,1,5,2,3,4,2,3,1,5,2,4,3,5,5,4,5,2,5,2,2,3,4,1,1,3,1,3,1,5,2,5,2,1,3,4,4,1,4,1,35,2,2,1,8,1,1,1,1,4,1,5000,fine arts,15,freelance,1,0,0,1,7,1,1,7,0,8,2,1,2,8,1,6,0,0,3,0,0,0,0,2,0,4,3,3,3,3,3,4,4,3,2,4,4,2,3,3,3,4,3,2,3,4,2,3,1,2,3,4,2,3,1,1,1,2,6,4,3,5,20,30,9,4,,,,,,,,,,7,1,1,7,1,7,7,485,R_2QEZr7QS0Yfbbma,2
4/9/20 11:10,4/9/20 11:22,0,157.51.214.24,100,745,1,4/9/20 11:22,R_3j7J8eb86bP2RlC,,,,,13.08599854,80.27508545,anonymous,EN,0DeJj31H,easy to memory and perform,1,3,4,3,4,2,4,3,4,2,3,4,3,3,4,2,3,1,3,2,4,5,3,4,3,4,3,4,5,3,4,3,4,3,1,5,4,3,4,5,3,4,5,3,3,4,5,4,3,2,3,4,5,3,4,5,4,3,4,5,3,4,3,4,5,4,3,5,2,3,4,3,2,1,3,4,5,3,4,2,3,4,1,2,3,4,5,3,4,4,3,2,1,3,4,1,29,4,4,6,6,2,2,3,3,5,3,25000,Computer,19,software,2,0,1,4,5,4,5,6,6,7,5,6,7,5,1,6,5,6,5,1,2,2,1,2,0,2,3,2,1,2,3,2,2,3,2,3,2,1,2,1,2,4,1,2,3,2,3,2,1,2,3,2,3,2,4,5,4,4,4,5,3,5,100,20,36,15,,,,,,,,,very knowledgeable one,7,1,2,7,1,6,7,551,R_3j7J8eb86bP2RlC,2
4/9/20 11:12,4/9/20 11:24,0,173.27.197.177,100,757,1,4/9/20 11:24,R_2q7CpTMtba0taZw,,,,,41.6381073,-93.62030029,anonymous,EN,sc0GzfQg,ratio of success verse failure verse no action,1,1,1,1,1,0,0,1,2,1,0,3,1,4,1,1,0,1,2,2,1,2,2,2,3,2,2,1,2,0,2,2,2,2,1,1,1,4,3,2,4,3,4,4,4,3,2,3,3,4,4,4,3,3,5,3,2,2,2,3,3,4,3,2,3,3,3,3,4,4,3,2,3,3,4,4,3,2,2,3,4,3,3,2,2,3,3,3,4,3,2,2,3,3,4,1,30,2,3,8,11,1,1,1,1,1,1,50000,economics,16,"analyst, finance ",3,0,0,2,5,7,3,5,4,4,4,1,1,1,1,4,5,5,4,1,1,1,1,1,1,2,0,3,0,4,2,0,1,2,1,2,3,2,1,2,1,2,3,2,1,2,2,1,1,2,3,2,2,1,3,4,4,4,4,3,3,5,40,25,25,12,,,,,,,,,nothing,7,1,1,7,1,7,7,447,R_2q7CpTMtba0taZw,2
4/9/20 11:13,4/9/20 11:27,0,108.28.198.174,100,832,1,4/9/20 11:27,R_UWuEhBqoW6BF12F,,,,,38.77409363,-77.2385025,anonymous,EN,DKC9xIiL,"If there was a significant negative effect of the treatment, I chose no treatment. It is better to not negatively affect a person",1,3,3,2,2,1,0,2,3,2,2,1,3,2,2,1,1,1,2,2,2,2,2,2,0,3,2,1,1,2,1,2,3,2,1,4,4,2,4,3,2,3,2,5,5,2,2,4,2,5,2,4,4,3,5,2,2,2,4,2,2,4,2,4,2,2,3,3,2,5,2,2,4,3,4,2,2,4,4,2,2,2,2,2,2,2,3,3,2,2,4,4,2,2,5,2,32,4,3,1,1,3,3,5,6,6,1,48000,graphic design,16,graphic designer,3,1,0,2,2,3,3,5,2,4,4,4,4,4,1,4,3,3,4,1,1,1,1,1,0,1,3,3,2,3,1,3,3,3,3,3,3,1,2,3,3,3,3,1,2,3,3,3,1,1,2,3,1,3,2,2,2,4,5,1,2,5,30,30,20,20,,,,,,,,,none,7,1,2,1,1,7,7,487,R_UWuEhBqoW6BF12F,2
4/9/20 11:19,4/9/20 11:27,0,171.49.195.226,100,463,1,4/9/20 11:27,R_6eXVP7iEA8qwkz7,,,,,13.08599854,80.27508545,anonymous,EN,57GPgW07,very confident,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,4,1,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,5,5,4,4,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,26,4,4,1,1,4,4,5,5,5,3,600000,m.b.a,12,full time,2,0,1,7,6,5,7,7,8,7,8,7,8,7,1,7,8,7,8,1,1,1,0,2,0,3,4,0,1,4,3,0,3,4,3,4,1,0,1,0,3,4,1,0,3,4,3,4,1,4,4,4,3,4,6,6,5,6,6,5,1,5,500,4,50,20,,,,,,,,,no thanks,7,6,7,6,7,6,7,648,R_6eXVP7iEA8qwkz7,2
